"Target","Ridom Usage","Ridom Exclusion Reason","location","gene","product","protein_id","note"
"Rv1064c","MLST+","-","1186904..1187323","lpqV","Possible lipoprotein LpqV","NP_215580.1","Rv1064c, (MTV017.17c), len: 139 aa. Possible lipoprotein LpqV. Has N-terminal signal sequence and appropriately positioned PS00013 Prokaryotic membrane lipoprotein lipid attachment site."
"Rv1065","MLST+","-","1187435..1188001",,"hypothetical protein","NP_215581.1","Rv1065, (MTV017.18), len: 188 aa. Conserved hypothetical protein, some similarity to AL0209|SC4H8_11 hypothetical protein from Streptomyces coelicolor (182 aa),FASTA scores: opt: 156, E(): 0.0011, (31.3% identity in 195 aa overlap)."
"Rv1066","MLST+","-","1187998..1188393",,"hypothetical protein","NP_215582.1","Rv1066, (MTV017.19), len: 131 aa. Conserved hypothetical protein, strong similarity to AL0209|SC4H8.10 hypothetical protein from Streptomyces coelicolor (132 aa),FASTA scores: opt: 429, E(): 5.2e-23, (57.1% identity in 119 aa overlap)."
"Rv1067c","not used","Excluded in Comas 2010","1188421..1190424","PE_PGRS19","PE-PGRS family protein PE_PGRS19","YP_177780.1","Rv1067c, (MTV017.20c), len: 667 aa. PE_PGRS19,Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of gly-rich proteins (see Brennan & Delogu 2002). Similar to Rv3388|MTV004.46 M. tuberculosis (731 aa), FASTA scores: opt: 2227, E(): 0, (55.6% identity in 710 aa overlap). Contains PS00583 pfkB family of carbohydrate kinases signature 1, probably fortuitous. Predicted to be an outer membrane protein (See Song et al., 2008)."
"Rv1068c","not used","Gene was not found! (best match 1191030..1192387, E-value: 0.0, identity: 80.98025, overlap: 97.34196)","1190757..1192148","PE_PGRS20","PE-PGRS family protein PE_PGRS20","YP_177781.1","Rv1068c, (MTV017.21c), len: 463 aa. PE_PGRS20,Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of gly-rich proteins (see Brennan & Delogu 2002). Similar to AL021897|MTV017_19 Mycobacterium tuberculosis H37Rv (667 aa), FASTA scores: opt: 1875, E(): 0, (55.0% identity in 667 aa overlap)."
"Rv1069c","MLST+","-","1192510..1194273",,"hypothetical protein","NP_215585.1","Rv1069c, (MTV017.22c), len: 587 aa. Conserved protein, hydrophobic regions in N-terminal domain. Similar in part to O07136|B1306.04C B1306.04c protein from Mycobacterium leprae (89 aa), FASTA scores: opt: 229, E(): 1.3e-07, (54.2% identity in 72 aa overlap)."
"Rv1070c","MLST+","-","1194270..1195043","echA8","Probable enoyl-CoA hydratase EchA8 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)","NP_215586.1","Rv1070c, (MTV017.23c), len: 257 aa. Probable echA8,enoyl-CoA hydratase, equivalent to O07137|B1306.05c putative enoyl-CoA hydratase/isomerase from Mycobacterium leprae (257 aa), FASTA scores: opt: 1417, E(): 0, (86.4% identity in 257 aa overlap). Also highly similar to others e.g. NP_106219.1|NC_002678 enoyl CoA hydratase from Mesorhizobium loti (257 aa); L39265|RHMRPST_2 enoyl-CoA hydratase from Rhizobium melilotii (257 aa), FASTA scores: opt: 1100, E(): 0, (66.9% identity in 257 aa overlap); AAK18173.1|AF290950_5|AF290950|FadB1x enoyl-CoA hydratase from Pseudomonas putida (257 aa); etc. Contains PS00166 Enoyl-CoA hydratase/isomerase signature. Belongs to the enoyl-CoA hydratase/isomerase family."
"Rv1071c","MLST+","-","1195055..1196092","echA9","Possible enoyl-CoA hydratase EchA9 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)","NP_215587.1","Rv1071c, (MTV017.24c), len: 345 aa. Possible echA9,enoyl-CoA hydratase, equivalent to Y13803|B1306.06c putative enoyl-CoA hydratase/isomerase from Mycobacterium leprae (345 aa), FASTA scores: opt: 1799, E(): 0, (77.7% identity in 345 aa overlap). Also similar to many eukaryotic and prokaryotic enoyl-CoA hydratases e.g. NP_437984.1|NC_003078 putative enoyl-CoA hydratase protein from Sinorhizobium meliloti (356 aa); NP_420165.1|NC_002696 enoyl-CoA hydratase/isomerase family protein from Caulobacter crescentus (350 aa); Q19278 protein similar to enoyl-CoA hydratases from Caenorhabditis elegans (386),FASTA scores: opt: 787, E(): 0, (38.5% identity in 348 aa overlap); etc."
"Rv1072","MLST+","-","1196279..1197115",,"Probable conserved transmembrane protein","NP_215588.1","Rv1072, (MTV017.25), len: 278 aa. Probable conserved transmembrane protein, equivalent to O07139|B1306.07|Y13803 Protein B1306.07 from Mycobacterium leprae (220 aa), FASTA scores: opt:1032, E(): 0, (75.0% identity in 220 aa overlap); and at the C-terminal end to Q50056|U1740D Mycobacterium leprae (96 aa), FASTA scores: opt: 381, E(): 1.2e-18, (71.6% identity in 81 aa overlap). Similar to Q54192|M80628|STMBLDA_1 transfer RNA-LEU (BLDA) gene and ORF from Streptomyces griseus (293 aa), FASTA scores: opt:558, E(): 4.7e-30, (41.5% identity in 299 aa overlap)."
"Rv1073","MLST+","-","1197231..1198082",,"hypothetical protein","NP_215589.1","Rv1073, (MTV017.26), len: 283 aa. Conserved hypothetical protein, similar to several hypothetical mycobacterial proteins e.g. Rv1482c|Z79701|MTCY277.03 Mycobacterium tuberculosis (339 aa), FASTA scores: opt: 810, E(): 0, (47.4% identity in 272 aa overlap); Rv3555c|Z92774|MTCY6G11_2 Mycobacterium tuberculosis (289 aa), FASTA scores: opt: 704, E(): 0, (44.4% identity in 259 aa overlap); and Rv3517, etc., and GIR10|AF002133_10 Mycobacterium avium strain GIR10 (346 aa), FASTA scores: opt: 802, E(): 0, (48.1% identity in 270 aa overlap)."
"Rv1074c","MLST+","-","1198156..1199373","fadA3","Probable beta-ketoacyl CoA thiolase FadA3","NP_215590.1","Rv1074c, (MTV017.27c), len: 405 aa. Probable fadA3,beta-ketoacyl CoA thiolase, highly similar to many involved in beta-oxidation e.g. CAB89028.1|AL353870 beta-ketoadipyl-CoA thiolase from Streptomyces coelicolor (395 aa); P77525|PAAJ_ECOLI probable beta-ketoadipyl CoA thiolase from Escherichia coli (401 aa), FASTA scores: opt: 1034, E(): 5.4e-56, (43.5% identity in 416 aa overlap) and X97452 acetyl-CoA acetyltransferase (thiolase) from Escherichia coli (401 aa), FASTA scores: opt: 1043, E(): 0,(43.4% identity in 415 aa overlap); Q43935|CATF_ACICA beta-ketoadipyl CoA thiolase from Acinetobacter calcoaceticus (401 aa), FASTA scores: opt: 992, E(): 0,(41.5% identity in 415 aa overlap); etc. Contains PS00737 Thiolases signature 2, and PS00445 FGGY family of carbohydrate kinases signature 2, although this is probably fortuitous. Belongs to the thiolase family."
"Rv1075c","MLST+","-","1199426..1200370",,"Conserved exported protein","NP_215591.1","Rv1075c, (MTV017.28c), len: 314 aa. Possibly exported protein, as it contains a N-terminal signal sequence, hydrophobic domain from aa 7-25. Similar to U15183|MLU15183_2 Mycobacterium leprae cosmid B1740 (106 aa), FASTA scores: opt: 207, E(): 1.6e-06, (42.6% identity in 101 aa overlap). Also weak similarity to many glyceraldehyde-3-phosphate dehydrogenases e.g. Q41595|G3PC_TAXBA Taxus baccata (340 aa), FASTA scores: opt: 147, E(): 0.027, (27.5% identity in 189 aa overlap)."
"Rv1076","MLST+","-","1200767..1201660","lipU","Possible lipase LipU","NP_215592.1","Rv1076, (MTV017.29), len: 297 aa. Possible lipU,lipase, very similar to several Mycobacterium tuberculosis proteins e.g. Z95390|Rv3487c|MTCY13E12.41c (277 aa), FASTA scores: opt: 1225, E(): 0, (76.0% identity in 246 aa overlap); Rv1426c, etc. Also similar to esterases and lipases of around 300 aa e.g. Q44087 esterase precursor from Acinetobacter lwoffii esterase (303), FASTA scores: opt: 427, E(): 1.9e-21, (32.5% identity in 280 aa overlap). Equivalent to AL035159|MLCB1450 _7 Mycobacterium leprae (335 aa), FASTA scores: opt: 1588, E(): 0, (79.7% identity in 296 aa overlap)."
"Rv1077","MLST+","-","1201717..1203111","cbs","Probable cystathionine beta-synthase Cbs (serine sulfhydrase) (beta-thionase) (hemoprotein H-450)","YP_177782.1","Rv1077, (MTV017.30), len: 464 aa. Probable cbs (previously cysM2), cystathionine beta-synthase, similar throughout its length to many eukaryotic cystathionine beta-synthases e.g. P32232|CBS_RAT cystathionine beta-synthase (560 aa), FASTA scores: opt: 951, E(): 0,(40.2% identity in 450 aa overlap); also similar in N-terminal domain (aa 1 - 330) to Rv2334|MTCY98.03 CysK Mycobacterium tuberculosis (310 aa), FASTA scores: opt: 855, E(): 0, (46.8% identity in 314 overlap); and other cysteine synthase proteins e.g. Rv1336, Rv0848, etc. Contains PS00217 Sugar transport proteins signature 2 probably spurious. Belongs to the cysteine synthase/cystathionine beta-synthase family."
"Rv1078","MLST+","-","1203313..1204035","pra","Probable proline-rich antigen homolog Pra","NP_215594.1","Rv1078, (MTV017.31), len: 240 aa. Probable pra,Proline-rich antigen homolog, equivalent to X65546|MLPRAG_1 proline rich antigen from Mycobacterium leprae (249 aa),FASTA scores: opt: 1162, E(): 3.3e-30, (64.8% identity in 253 aa overlap). Has potential hydrophobic domains."
"Rv1079","MLST+","-","1204067..1205233","metB","Cystathionine gamma-synthase MetB (CGS) (O-succinylhomoserine [thiol]-lyase)","NP_215595.1","Rv1079, (MTV017.32), len: 388 aa. metB,cystathionine gamma-synthase (see citation below). P46807|METB_MYCLE cystathionine gamma-synthase from Mycobacterium leprae (388 aa), FASTA scores: opt: 2220,E(): 0, (87.3% identity in 387 aa overlap). Also similar to other Mycobacterium tuberculosis enzymes involved in methionine synthesis e.g. Rv0391 and Rv3340. Contains PS00868 Cys/Met metabolism enzymes pyridoxal-phosphate attachment site. Belongs to the trans-sulfuration enzymes family."
"Rv1080c","MLST+","-","1205304..1205798","greA","Probable transcription elongation factor GreA (transcript cleavage factor GreA)","NP_215596.1","Rv1080c, (MTV017.33c), len: 164 aa. Probable greA,transcription elongation factor G, closest to P46808|GREA_MYCLE transcription elongation factor G from Mycobacterium leprae (202 aa), FASTA scores: opt: 1005,E(): 0, (94.5% identity in 164 aa overlap); and similar to many e.g. P21346|GREA_ECOLI from Escherichia coli (158 aa),FASTA scores: opt: 257, E(): 5.7e-10, (37.2% identity in 148 aa overlap); etc. Contains two PS00829 and one PS00830 Prokaryotic transcription elongation factors signatures 1 and 2, respectively. Belongs to the GREA/GREB family."
"Rv1081c","MLST+","-","1205984..1206418",,"Probable conserved membrane protein","NP_215597.1","Rv1081c, (MTV017.34c), len: 144 aa. Probable conserved membrane protein, with hydrophobic stretch from aa 26 - 48, highly similar to NP_302548.1|NC_002677 conserved membrane protein from Mycobacterium leprae. A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004). Predicted to be an outer membrane protein (See Song et al., 2008)."
"Rv1082","MLST+","-","1206520..1207386","mca","Mycothiol conjugate amidase Mca (mycothiol S-conjugate amidase)","NP_215598.1","Rv1082, (MTV017.35), len: 288 aa. Mca, mycothiol conjugate amidase (see citation below), equivalent to NP_302547.1|NC_002677 conserved hypothetical protein from Mycobacterium leprae (290 aa), FASTA scores: opt: 1737,E(): 0, (86.4% identity in 287 aa overlap); and similar to Q54358|X79146 lmbE protein from Streptomyces lincolnensis (270 aa). Also similar to Rv1170|MTV005.06|MSHB GlcNAc-Ins deacetylase from Mycobacterium tuberculosis (303 aa), FASTA scores: opt: 411, E(): 9.4e-20, (35.8% identity in 299 aa overlap)."
"Rv1083","Accessory","Gene Rv1083 overlaps Rv1084 at 14 bases.","1207383..1207649",,"hypothetical protein","NP_215599.1","Rv1083, (MTV017.36), len: 88 aa. Conserved hypothetical protein, similar to U15183|MLU15183_9 hypothetical protein from Mycobacterium leprae (167 aa),FASTA scores: opt: 332, E(): 1.2e-13, (58.4% identity in 101 aa overlap). Hydrophobic domain aa 25-43. A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004)."
"Rv1084","MLST+","-","1207636..1209657",,"hypothetical protein","NP_215600.1","Rv1084, (MTV017.37), len: 673 aa. Conserved protein,similar to P37512|YYAL_BACSU hypothetical protein from Bacillus subtilis (689 aa), FASTA scores: opt: 1063, E() : 0, (36.5% identity in 696 aa overlap); AE0009|AE000983_10 Archaeoglobus fulgidus section 1 (642 aa), FASTA scores: opt: 1018, E(): 0, (37.2% identity in 600 aa overlap). Also similar to AE001938|AE001938_9 Deinococcus radiodurans (690 aa), FASTA scores: opt: 1097, E(): 0, (41.6% identity in 694 aa overlap)."
"Rv1085c","MLST+","-","1209756..1210484",,"Possible hemolysin-like protein","NP_215601.1","Rv1085c, (MTV017.38c), len: 242 aa. Possible hemolysin-like protein, integral membrane protein, similar to many hemolysins, and hypothetical proteins e.g. U28375|ECU28375_49 Hypothetical protein from Escherichia coli (219 aa), FASTA scores: opt: 308, E(): 7.5e-15, (30.6% identity in 180 aa overlap); AE0011|HIAE001124_2 Hypothetical protein from Borrelia burgdorferi (233 aa),FASTA scores: opt: 305, E(): 1.3e-14, (25.6% identity in 203 aa overlap). Also weakly similar to HLY3_BACCE|P54176 haemolysin from Bacillus cereus (219 aa), FASTA scores: opt: 247, E(): 8.7e-12, (27.5% identity in 171 aa overlap). Also similar to AE002027|AE002027_8 probable hemolysin from Deinococcus radiodurans (219 aa), FASTA scores: opt: 354,E(): 1.8e-16, (31.1% identity in 219 aa overlap)."
"Rv1086","MLST+","-","1210595..1211383",,"Short (C15) chain Z-isoprenyl diphosphate synthase (Z-FPP synthase) (Z-farnesyl diphosphate synthase) (Z-FPP synthetase) (Z-farnesyl diphosphate synthetase) (geranyltranstransferase) (farnesyl pyrophosphate synthetase)","NP_215602.1","Rv1086, (MTV017.39), len: 262 aa. Short (C15) chain Z-isoprenyl diphosphate synthase (see citations below),equivalent to NP_302598.1|NC_002677 possible undecaprenyl pyrophosphate synthetase from Mycobacterium leprae (262 aa), similar to many hypothetical proteins and several potential members of the upp synthase family e.g. NP_296167.1|NC_001263 undecaprenyl diphosphate synthase from Deinococcus radiodurans (339 aa); P20182|YT14_STRFR Hypothetical protein from Streptomyces fradiae (259 aa),FASTA scores: opt: 840, E(): 0, (51.0% identity in 259 aa overlap); and P38118|YARF_CORGL Hypothetical protein from Corynebacterium glutamicicum (234 aa), FASTA scores: opt: 729, E(): 0, (56.0% identity in 209 aa overlap); etc. Also similar to Rv2361c|MTCY27.19 (296 aa) (35.6% identity in 233 aa overlap). Contains PS01066 Uncharacterized protein family UPF0015 signature. Seems to belong to the UPP synthetase family."
"Rv1087","not used","Gene was not found! (best match 1212212..1213901, E-value: 0.0, identity: 95.75722, overlap: 73.65451)","1211560..1213863","PE_PGRS21","PE-PGRS family protein PE_PGRS21","YP_177783.1","Rv1087, (MTV017.40), len: 767 aa. PE_PGRS21, Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of gly-rich proteins (see citation below). Similar to Rv1090|AL021897|MTV017_43 Mycobacterium tuberculosis H37Rv (853 aa), FASTA scores: opt: 2819, E(): 0, (59.8% identity in 860 aa overlap). Contains PS00583 pfkB family of carbohydrate kinases signature 1 near C -terminus. Predicted to be an outer membrane protein (See Song et al.,2008)."
"Rv1087A","MLST+","-","1214040..1214360",,"hypothetical protein","YP_177637.1","Rv1087A, len: 106 aa (fragment). Conserved hypothetical protein, highly similar to C-terminus of near ORF O53434|YA86_MYCTU|Rv1086|MT1118|MTV017.39 short (C15) chain Z-isoprenyl diphosphate synthase from Mycobacterium tuberculosis (262 aa), FASTA scores: opt: 200, E(): 1.1e-06, (57.9% identity in 76 aa overlap)."
"Rv1088","not used","Excluded in Comas 2010","1214513..1214947","PE9","PE family protein PE9","YP_177784.1","Rv1088, (MTV017.41), len: 144 aa. PE9, Member of Mycobacterium tuberculosis PE family (see citation below),similar to many others e.g. Z96071|MTCI418B_6 Mycobacterium tuberculosis cosmid (487 aa), FASTA scores: opt: 318, E(): 7.3e-14, (60.9% identity in 87 aa overlap) - except it appears to be frameshifted around codon 84. No error to account for frameshift could be found."
"Rv1089","not used","Found no start codon (start is TCT).","<1214769..1215131","PE10","PE family protein PE10","YP_177785.1","Rv1089, (MTV017.42), len: 120 aa. PE10, Member of the Mycobacterium tuberculosis PE family of glycine-rich proteins (see citation below). Partial ORF that appears to be frameshifted continuation of Rv1088|MTV017.41. Sequence has been checked and appears correct. Similar to Z95555|MTCY06F7_4 Mycobacterium tuberculosis cosmid (401 aa), FASTA scores: opt:126, E(): 2, (29.6% identity in 125 aa overlap). This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
"Rv1089A","Accessory","Gene Rv1089A overlaps Rv1090 at 23 bases.","1215517..1215621","celA2a","Probable cellulase CelA2a (endo-1,4-beta-glucanase) (endoglucanase) (carboxymethyl cellulase)","YP_177638.1","Rv1089A, len: 34 aa. Probable celA2a, first part of cellulase (endoglucanase), similar to N-terminus of others. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
"Rv1090","MLST+","-","1215599..1216054","celA2b","Probable cellulase CelA2b (endo-1,4-beta-glucanase) (endoglucanase) (carboxymethyl cellulase)","NP_215606.1","Rv1090, (MTV017.43), len: 151 aa. Probable celA2b,second part of cellulase (endoglucanase), similar to C-terminus of others e.g. O08468 cellulase CEL2 from Streptomyces halstedi (377 aa), FASTA scores: opt: 554,E(): 1.2e-30, (52.0% identity in 152 aa overlap); etc. Gene appears to have been inactivated by frameshift mutations but no errors could be found that would account for this. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
